task_id,cation,anion,solvent,initial_topology,final_inferred_topology,topology_changed,epsilon,energy_neutral_opt_eh,energy_neutral_sp_eh,energy_oxidized_sp_eh,ip_vertical_ev,q_C_neutral,q_A_neutral,q_S_neutral,q_C_oxidized,q_A_oxidized,q_S_oxidized,dq_C,dq_A,dq_S,oxidized_fragment,dmin_CA_ang,dmin_CS_ang,dmin_AS_ang,anchor_CA_ang,anchor_CS_ang,anchor_AS_ang,source_initial_xyz_sha256,optimized_geometry_sha256,same_geometry_pass,status,note
triad__EMIM__OTF__PC__CAS,EMIM,OTF,PC,CAS,CAS,False,65.0,-80.055388296746,-80.055388227677,-79.612869039055,12.041560562854475,0.99117171,-0.98208886,-0.009082869999999965,1.65542922,-0.79115049,0.13572126999999998,0.66425751,0.1909383699999999,0.14480413999999994,C,2.6627298784437574,6.550751365540193,2.661060893493654,3.909253612761542,7.267870825390213,3.4749909378282777,a12b12803347ea636bf3bd5c785f5a889021be7ebd52de8a95b82f47151a56fb,9448d66548cc0fc185f45d793a5bc22fe47f09951fb36c2ac63d276257220bb6,True,complete,
triad__EMIM__OTF__PC__CSA,EMIM,OTF,PC,CSA,CSA,False,65.0,-80.052722656732,-80.052722450934,-79.610339187899,12.03786183920583,0.99947022,-0.9851508400000001,-0.014319340000000055,1.5684909,-0.86056668,0.29207578,0.5690206800000001,0.12458416000000005,0.3063951200000001,C,4.937720156608047,2.8320642975612293,2.5363589757412406,6.9905954590407555,2.840088414734408,4.286996024400205,d681d01816df962b056c930721f4dedb20ed0bd8aab5af8884aff9e09923c47b,90a6e8ba835ccccafab0a509150488b867dd0dbc00b11801699a680c4065d017,True,complete,
triad__EMIM__OTF__PC__ACS,EMIM,OTF,PC,ACS,ACS,False,65.0,-80.047594163082,-80.047594256155,-79.604932257574,12.045446619808253,0.9829159599999999,-0.9846976599999998,0.0017817400000000594,1.57094322,-0.82222676,0.2512835500000001,0.58802726,0.16247089999999986,0.24950181000000002,C,3.033441209520414,2.9383349034474184,5.326552925659564,3.520336207916616,3.025008285345544,5.998647998201692,a17ec25938bb1c843465d4b0a50b41a4ba7f6345c6992d0442cab181006e21be,006905a0a63b624e41a81c7474012498da00eac0ab26114b1fbe19669a81c2b5,True,complete,
triad__EMIM__OTF__EG__CAS,EMIM,OTF,EG,CAS,CAS,False,37.0,-71.638965706908,-71.638966007449,-71.208707532297,11.707929552970944,0.9970622200000001,-0.9602269799999998,-0.03683527999999997,1.24644802,-0.86535194,0.6189039199999999,0.2493858,0.0948750399999998,0.6557392,S,2.7121095763889578,6.966050700499583,2.7470734470125087,4.108429327799095,7.365963883234749,3.497644548001119,8c07c524334a7d05b0bcbee5aea58f49a79f797a341cdd8ed15a3e894968bd81,f4a3c2c20ecd2eb275d8bc3cca93574037d726267cc19587952808c63aaf32f7,True,complete,
triad__EMIM__OTF__EG__CSA,EMIM,OTF,EG,CSA,CSA,False,37.0,-71.640045029391,-71.640045053569,-71.217536019713,11.497056512674897,0.9981452000000001,-0.9667257199999998,-0.03141949000000005,1.2301305999999999,-0.95372019,0.72358959,0.2319853999999998,0.01300552999999982,0.75500908,S,3.5254220050677554,2.7783449283119843,2.7502368739437886,5.567130392277116,2.7783449283119843,3.46857265575465,7c3da45174c6f337c02d7b6b56e1ea53074dd465cbbc193d93f7dd8745fbf2d0,e08d856b83f714a182bc781689b71fe696a990d0f5fc2b06303c13dd5dfa944b,True,complete,
triad__EMIM__OTF__EG__ACS,EMIM,OTF,EG,ACS,ACS,False,37.0,-71.632135864625,-71.632136030979,-71.209016970491,11.513656182978291,0.9923703099999999,-0.9887104399999997,-0.003659870000000065,1.2562286200000001,-0.97308146,0.71685284,0.26385831000000026,0.015628979999999792,0.7205127100000002,S,2.938401169919458,3.580925717805689,6.311417976562046,3.3970924392348367,3.7405514864547627,6.994310466273512,dcccbda2839c5849da4df99607f824fd6d0d39c8a5dcdc2eb8df62a2f38da178,7960e18e42d7fe846439a441eb1395d92880bfcf7f87c0aee2e38dd2584fdfac,True,complete,
triad__EMIM__OTF__THF__CAS,EMIM,OTF,THF,CAS,CAS,False,7.6,-72.880594554676,-72.880594813335,-72.459064624259,11.47042078929124,0.9859937599999999,-0.9784253900000002,-0.007568369999999991,1.1193942099999998,-0.87248264,0.75308845,0.1334004499999999,0.1059427500000002,0.76065682,S,2.6858025734159665,6.269252294230577,3.4202581805995713,3.866044886009076,8.53838844622447,4.774577435309794,cb4ec53a0ea93ab41fdc8955b5ae7e17a73275e67d34c33f70762734caf939fe,e589fbe412ec200e9065c51c3379658c998e53c45d170afa810af411c3eafdd2,True,complete,
triad__EMIM__OTF__THF__CSA,EMIM,OTF,THF,CSA,CSA,False,7.6,-72.882510489062,-72.88251048272,-72.454686835023,11.641674522650467,0.99459792,-0.9919444999999999,-0.0026534499999999466,1.13191897,-0.8053802300000001,0.6734612600000001,0.13732105000000006,0.18656426999999975,0.67611471,S,2.9034971033628105,2.824638631347443,3.396596994412659,5.362376171162113,3.111292261327509,4.026554217464043,b74dd0e552647ef775dacbddfa7858b9ab26ffcf358dfe7e27d925849e773106,0c53e90f315996a0141e0ccf66d04c58d6af7bd10be0985d3b415b32d0d36761,True,complete,
triad__EMIM__OTF__THF__ACS,EMIM,OTF,THF,ACS,ACS,False,7.6,-72.883793268893,-72.883793515543,-72.454557660945,11.68010263009306,0.9748508600000001,-0.9756991799999999,0.0008483300000000447,1.15604105,-0.8561555299999999,0.7001144699999999,0.18119018999999992,0.11954365,0.6992661399999999,S,3.1097253918274728,2.803980220972686,3.4522915853792275,3.607902962247209,2.803980220972686,4.736111662311529,19297f0054b8e69f77702961553786322487cd3b96a176b9a1f0e80ca2472d16,1e70628cdbfdefb7156eb8bc39a8282bb3059885b4b06293c68a1bf5d1ba0a52,True,complete,
triad__HMIM__OTF__PC__CAS,HMIM,OTF,PC,CAS,CAS,False,65.0,-92.714233157939,-92.714233076666,-92.289831763652,11.548548051728458,0.9877787400000001,-0.97000095,-0.017777760000000004,1.98741486,-0.9680531400000002,-0.019361710000000032,0.9996361199999998,0.0019478099999997722,-0.0015839500000000284,C,3.0768165777002916,6.802782689107347,2.4291224885786638,4.252303896892469,6.802782689107347,2.8431239337092955,f80d98d50a444728581643ccf6e7c0b7cb21242dc389e5294c0ffb17659b0249,c2c39dea2977c17e538f1faaf9dff18ad1364469277a3c0dea7f17b04f0dbf0c,True,complete,
triad__HMIM__OTF__PC__CSA,HMIM,OTF,PC,CSA,CSA,False,65.0,-92.711458561819,-92.711458598764,-92.287623586299,11.533138228758014,0.9881196200000001,-0.9835017099999999,-0.004617939999999987,1.9880321399999998,-0.98371978,-0.00431235000000002,0.9999125199999997,-0.00021807000000018117,0.0003055899999999667,C,5.0139998248526165,3.2009521187535075,2.519324905324938,6.459021022220087,3.2009521187535075,4.068479184981602,3e51e6fec0da06468c4ac1efbc64e6fe64a9da29d004f76677d255ac357029d2,dce501fd07acc478bee317850a05c1ecca512c9a84b7d2afafedb37df3649a09,True,complete,
triad__HMIM__OTF__PC__ACS,HMIM,OTF,PC,ACS,CAS,True,65.0,-92.719573867823,-92.719574419929,-92.295868600658,11.529622702856145,0.98429799,-0.97757582,-0.006722159999999963,1.94512456,-0.9386192999999999,-0.006505260000000179,0.96082657,0.03895652000000005,0.00021689999999978393,C,2.7753738518029865,3.127219014650357,2.535004093498918,3.910922057717933,3.127219014650357,3.49285940530864,a567f22748aa2c2426919d3fc86bf45c88848999bfa4b484d63a8c94a8795653,a309874045090da762d46f4a1a8736561073993f1cc5cb027f832af623939956,True,complete,
triad__HMIM__OTF__EG__CAS,HMIM,OTF,EG,CAS,CAS,False,37.0,-84.304066818529,-84.304066944265,-83.881949538348,11.486399773562171,0.98586255,-0.96094629,-0.024916269999999907,1.6092497199999998,-0.9492068100000001,0.3399570799999999,0.6233871699999998,0.011739479999999913,0.3648733499999998,C,3.2815019703178936,3.195691571595186,2.750129524468576,4.335859906434301,3.195691571595186,3.447857822085066,5cd6b47992ed50136f988329960894cdcb3b6af24667b5e9c39d5e0a42341062,69587e15adb833372f93b43317578bfe8c9e7ef90a4730f76cdebe0a96cb1f47,True,complete,
triad__HMIM__OTF__EG__CSA,HMIM,OTF,EG,CSA,CSA,False,37.0,-84.295341929927,-84.295342069985,-83.87960671649,11.31273528006466,1.0012154199999999,-0.9701912500000001,-0.031024140000000033,1.50228702,-0.96492501,0.46263802,0.5010716000000002,0.005266240000000089,0.49366216,C,5.355350192709272,3.1098270571114566,2.7633802332928052,6.636753549716058,3.2853495328397972,3.659071099671778,0f4eab392bebbc7a4c3dd73305571fbaeb4b00a425c3bb5885324f701b77b016,383cfda8936a2bbccc7af64e3f46e0e944c770b4500a21fa9c7d0ff9c162d152,True,complete,
triad__HMIM__OTF__EG__ACS,HMIM,OTF,EG,ACS,ACS,False,37.0,-84.288838854468,-84.288839085296,-83.873463739631,11.302938967951038,0.99718553,-0.9953407400000001,-0.0018447800000000458,1.53913946,-0.9885309799999998,0.44939152,0.5419539299999999,0.00680976000000022,0.45123630000000003,C,2.7625960956822193,3.6296204113399204,6.184727523210705,3.9500005720652327,3.6296204113399204,7.536107549848427,607ae49d9a92e303294f332f6f352c2c858adafdaf9d5553affa36ebe36230bb,e725a8de3aa21189efae127626b735fee9f47971fecfbc5ac9e4cbbeaf932b20,True,complete,
triad__HMIM__OTF__THF__CAS,HMIM,OTF,THF,CAS,CAS,False,7.6,-85.538754610721,-85.53875469096,-85.12102729304,11.366941570332747,0.9762706900000001,-0.9688982900000002,-0.007372380000000012,1.3465947899999997,-0.9393626199999999,0.59276785,0.3703240999999996,0.029535670000000236,0.60014023,S,2.8080004302473904,5.736586637152315,3.398516719615291,3.4160594702136757,7.392187596266711,4.762688765959879,105fcc6f162f87e9a84e32f6bcaf66b32fcf19466d8d3b01cff362877fe1053f,309c1dea8b2eb94b0a3997e3c201120e515638c0dc756e5b9940c10692aa0a42,True,complete,
triad__HMIM__OTF__THF__CSA,HMIM,OTF,THF,CSA,CSA,False,7.6,-85.533103656968,-85.533103942194,-85.109628405552,11.523356393292554,0.9840393399999998,-0.9925264400000001,0.00848704999999994,1.3740350099999998,-0.9252991,0.55126409,0.38999567,0.06722734000000008,0.54277704,S,6.327700710465762,3.051355371632249,3.344822176743077,7.500098896851981,3.051355371632249,4.514424351423681,924fddf1b45ce35d96db8303edc3a1d05ad2839db28741b4d4be94aa5e1f317d,f9f705a5cd21f96d032f06a000b02e6ca866680d648a64dc0164e0e311d6c3cd,True,complete,
triad__HMIM__OTF__THF__ACS,HMIM,OTF,THF,ACS,ACS,False,7.6,-85.539938818769,-85.539938815391,-85.116564264266,11.520608437383993,0.9860323899999999,-0.9871449799999998,0.0011125900000000036,1.5396556600000002,-0.9506691899999998,0.41101354,0.5536232700000003,0.03647579000000001,0.40990095,C,2.688669542903449,2.8980881447650204,5.415222929425463,3.708502587991102,2.8980881447650204,6.5830876277182275,ad862bc81712f434b05c8093d1e053f14eecfbaeffa616abc92279b5795092a4,12aded8ab6714d5260e3c821e9e9926683d5d58d0984d06b6c95b17ea226b586,True,complete,
